sep=;
Preparation Time of Each Image for Num of Sub-Images;1;2;4;6;8;10;8;12;14;16;
image3.jpg;14565;7369;3776;5014;4851;5398;4888;4536;4907;4324;
image5.jpg;38887;19523;9889;11839;9868;11914;9884;9870;11241;9859;
image1.jpg;19782;7877;7820;6547;4932;5924;4916;4911;5596;4907;
image6.jpg;84918;67114;34017;28202;21350;25451;21333;21340;24256;21318;
image2.jpg;9091;4559;2283;3021;2282;2723;2277;2292;2612;2285;
image4.jpg;89563;44787;22526;29874;22483;26825;22514;22477;25566;22508;
Benchmark Start;15:21:12;17:47:52;17:56:5;18:2:35;18:6:58;18:12:21;18:16:42;18:22:0;18:28:21;10:34:45;
Benchmark End;15:34:5;17:55:43;18:2:21;18:6:26;18:12:7;18:16:2;18:21:13;18:26:17;18:32:35;10:38:16;
