sep=;
Preparation Time of Each Image for Num of Sub-Images;1;2;4;6;8;10;12;14;16;
image1.jpg;7064;7146;7833;6864;7581;7480;7427;6228;7326;
image2.jpg;7068;8352;5631;5655;6982;6992;6911;5627;6969;
image3.jpg;5626;7070;5587;5592;7051;6967;6996;5625;6936;
image4.jpg;7126;7140;5594;5601;7085;6910;6981;5595;6932;
image5.jpg;7153;7070;5590;5619;7056;6903;6973;5632;6932;
image6.jpg;7072;7076;5578;5599;7145;6960;6918;5612;6924;
image7.jpg;7077;7064;5601;5614;7129;6933;6889;5575;6945;
image8.jpg;7069;7055;5607;5694;7077;6999;6914;5600;6936;
image9.jpg;7070;7070;5546;5763;7047;6958;6936;5564;6941;
image10.jpg;7086;7090;5650;5728;7086;6924;6926;5576;7039;
image11.jpg;7086;7170;5585;5734;7231;6939;7080;5568;7055;
image12.jpg;7093;7149;5649;5733;7094;6933;7047;5608;7102;
image13.jpg;7100;7109;5721;5713;7133;6895;6978;5600;7094;
image14.jpg;7109;7107;5789;5716;7102;6952;7057;5579;7130;
image15.jpg;7111;7113;5751;5804;7100;7061;7245;5606;7024;
image16.jpg;7086;7114;5732;5724;7114;6983;7140;5581;6986;
image17.jpg;7109;7095;5740;5741;6990;6951;7116;5561;6951;
image18.jpg;7110;7113;5735;5685;7114;7140;7055;5564;7060;
image19.jpg;7119;7098;5893;5745;7210;6966;7134;5567;7142;
image20.jpg;7105;7114;5706;5726;7117;7093;7081;5627;7138;
image21.jpg;7095;7105;5711;5667;7110;7038;7092;5601;7121;
image22.jpg;7119;7112;5731;5677;7087;7106;7112;5599;7119;
image23.jpg;7099;7111;5729;5696;7107;7131;7092;5596;7120;
image24.jpg;7116;7120;5736;5712;7096;7048;7106;5599;7138;
image25.jpg;7169;7125;5662;5885;7120;7033;7117;5599;7116;
image26.jpg;7110;7103;5696;5657;7042;7123;7112;5590;7055;
image27.jpg;7120;7116;5705;5741;7137;7006;7113;5568;7200;
image28.jpg;7117;7104;5706;5719;7121;7082;7108;5598;7133;
image29.jpg;7110;7117;5695;5742;7124;7089;7122;5580;7109;
image30.jpg;7113;7131;5727;5741;7122;7032;7102;5569;7120;
image31.jpg;7106;7099;5739;5726;7101;7123;7116;5563;7109;
image32.jpg;7118;7107;5785;5732;7117;7094;7120;5598;7107;
Benchmark Start;10:32:38;10:37:33;10:42:22;10:47:23;10:51:26;10:56:7;11:0:39;11:4:52;11:10:15;
Benchmark End;10:37:15;10:42:0;10:46:44;10:51:12;10:55:41;11:0:24;11:4:33;11:8:47;11:14:20;
