sep=;
Preparation Time of Each Image for Num of Sub-Images;1;2;4;6;8;10;12;
image3.jpg;14410;14638;16318;17379;15566;15330;15231;
image5.jpg;102367;87866;95733;80472;93056;93751;94041;
image1.jpg;125803;207191;211159;151673;172916;172767;173019;
image6.jpg;145932;161961;178996;159095;158748;159353;158791;
image2.jpg;355083;422235;423720;341913;341598;341903;341770;
image4.jpg;106595;114418;131069;122426;122851;122563;122690;
Benchmark Start;19:2:53;20:15:41;20:41:59;21:7:23;21:28:32;21:50:11;22:13:6;
Benchmark End;19:23:25;20:39:54;21:6:59;21:27:52;21:49:34;22:11:14;22:34:9;
