sep=;
Preparation Time of Each Image for Num of Sub-Images;1;1;2;4;6;8;10;12;14;14;16;
image1.jpg;8357;8342;4985;3468;2546;4109;3359;3218;2859;3202;3250;
image2.jpg;9499;15659;5620;3360;4054;2495;2804;2590;2243;2739;2728;
image3.jpg;16215;16232;5030;2530;2099;2483;2624;2514;2328;2719;2672;
image4.jpg;11104;17340;10138;5452;2078;2484;2656;2515;2218;2702;2530;
image5.jpg;10966;17688;6733;3034;2077;2596;2937;2531;2249;2687;2577;
image6.jpg;10982;17965;6607;3484;2047;2437;2874;2577;2233;2797;2709;
image7.jpg;11169;18006;6514;3405;2124;2593;2843;2687;2296;2965;2734;
image8.jpg;11034;17918;6889;2999;2077;2453;2687;2671;2281;2843;2624;
image9.jpg;10842;17914;6405;3546;2030;2515;2702;2625;2312;2937;2686;
image10.jpg;10872;11279;6764;3887;2078;2437;2812;2499;2218;2702;2656;
image11.jpg;10981;11374;6108;3827;2094;2452;2781;2718;2202;2421;2515;
image12.jpg;11084;11388;6524;3561;2077;2468;2755;2624;2390;2703;2656;
image13.jpg;10926;11341;6404;3811;2031;2578;2812;2468;2375;2936;2625;
image14.jpg;10897;11362;6342;3833;2093;2499;2890;2656;2250;2686;2577;
image15.jpg;11216;11341;6452;3968;2000;2515;2750;2703;2218;2593;2609;
image16.jpg;11164;11310;6655;3499;2062;2547;2703;2578;2140;2843;2593;
image17.jpg;11091;11384;6163;3764;2172;2406;2687;2559;2296;2777;2633;
image18.jpg;10966;11435;6530;3499;2109;2594;2827;2672;2187;2703;2671;
image19.jpg;11029;11372;6530;3983;2094;2377;2765;2609;2327;2812;2656;
image20.jpg;11033;11409;6530;4077;2104;2312;2734;2719;2249;2952;2687;
image21.jpg;11107;11388;6343;3983;2077;2469;2906;2562;2343;2906;2656;
image22.jpg;11185;11341;6264;3655;2094;2671;2734;2578;2297;2812;2577;
image23.jpg;11169;11396;6435;3468;2187;2594;2702;2672;2328;2765;2624;
image24.jpg;11188;11388;6843;3809;2015;2594;2937;2640;2234;2733;2655;
image25.jpg;11310;11357;6327;3750;2062;2640;2784;2671;2358;2858;2640;
image26.jpg;11200;11403;6311;3874;2062;2515;2781;2656;2249;2781;2687;
image27.jpg;11248;11603;6624;3828;2093;2593;2890;2687;2327;2843;2577;
image28.jpg;11467;11566;6748;3812;2093;2453;2828;2656;2343;2801;2577;
image29.jpg;11294;11378;6436;3921;2015;2750;2921;2500;2219;2656;2675;
image30.jpg;11263;11445;6311;3405;2234;2374;2749;2671;2312;2937;2640;
image31.jpg;11263;11497;6217;3639;2140;2421;2765;2672;2390;2858;2655;
image32.jpg;11298;11434;6217;3436;2124;2624;2796;2608;2156;2640;2578;
Benchmark Start;22:4:23;13:41:18;13:53:57;14:6:9;14:18:14;14:30:20;14:44:10;14:55:51;16:0:49;16:41:44;16:54:8;
Benchmark End;22:15:51;13:52:47;14:5:15;14:17:23;14:29:28;14:41:37;14:55:27;15:7:7;16:13:0;16:53:1;17:5:26;
