sep=;
Preparation Time of Each Image for Num of Sub-Images;1;2;4;6;8;10;12;14;16;
image1.jpg;7058;3590;1835;1840;1855;2610;2205;2296;2393;
image2.jpg;11156;3595;1808;2903;2438;2493;1788;2042;2214;
image3.jpg;5678;2855;2082;1714;1435;2708;1770;1783;2222;
image4.jpg;11237;5744;2822;1510;2494;2490;1843;1781;2079;
image5.jpg;11256;3547;1427;1604;2171;2494;1774;2525;1775;
image6.jpg;11273;3564;1426;1427;1557;2496;1772;2042;2149;
image7.jpg;11283;3540;1426;1512;1957;2475;1778;1779;2241;
image8.jpg;11283;3546;1428;1466;2140;2476;1773;2298;1946;
image9.jpg;11293;3552;1424;1592;2115;2486;1775;2348;2212;
image10.jpg;5693;3546;1427;1573;1810;2529;1779;1819;2220;
image11.jpg;5696;3549;1429;1429;1430;2476;1771;2179;2278;
image12.jpg;5711;3552;1421;1607;1427;2488;1775;1990;2103;
image13.jpg;5704;3546;1445;1432;1773;2519;1778;1800;2234;
image14.jpg;5702;3542;1425;1425;2518;2506;1808;1875;1775;
image15.jpg;5686;3550;1424;1668;2113;2501;1785;2382;2203;
image16.jpg;5689;3540;1426;1447;1432;2497;2070;1777;1792;
image17.jpg;5686;3553;1429;1554;1752;2497;2006;1803;2229;
image18.jpg;5694;3544;1430;1424;2115;2475;1782;1811;2276;
image19.jpg;5683;3541;1424;1437;2267;2478;1773;1890;2206;
image20.jpg;5704;3548;1428;1440;2112;2492;1837;1935;2254;
image21.jpg;5737;3548;1429;1438;2131;2490;1778;1782;1907;
image22.jpg;5702;3558;1434;1430;1813;2489;1769;1960;2213;
image23.jpg;5690;3544;1430;1434;2127;2484;1780;1988;1783;
image24.jpg;5723;3551;1429;1433;2470;2485;1778;1777;1778;
image25.jpg;5718;3551;1438;1809;1481;2484;1773;1834;1785;
image26.jpg;5705;3546;1429;1427;1724;2500;1770;1914;2214;
image27.jpg;5682;3545;1436;1587;1444;2502;1775;1909;1925;
image28.jpg;5690;3538;1430;1710;1571;2491;1777;1856;1984;
image29.jpg;5688;3555;1432;1980;1430;2497;1886;1841;2206;
image30.jpg;5728;3541;1426;1460;2502;2507;1805;1798;2221;
image31.jpg;5685;3543;1426;1435;2097;2486;2103;1800;2201;
image32.jpg;5695;3544;1435;1435;1526;2489;2025;1781;2293;
Benchmark Start;13:50:16;13:56:32;14:2:19;14:7:35;14:13:1;14:18:46;14:25:17;14:30:26;14:36:54;
Benchmark End;13:56:21;14:1:59;14:6:57;14:12:22;14:18:35;14:24:32;14:30:16;14:36:10;14:42:41;
