sep=;
Preparation Time of Each Image for Num of Sub-Images;1;2;4;6;8;10;12;14;16;
image1.jpg;8576;4520;4737;4856;4499;4515;3952;3905;4077;
image2.jpg;8947;4689;5505;2958;3895;3868;3306;3646;3759;
image3.jpg;15295;7437;4624;2703;3749;3921;3476;3561;3702;
image4.jpg;10875;8238;5030;2640;3725;3858;3249;3453;3593;
image5.jpg;11301;5387;5286;2783;3718;3859;3546;3467;3390;
image6.jpg;11197;5522;5701;2624;3828;3749;3468;3452;3531;
image7.jpg;11216;5355;5592;2749;3890;3733;3453;3421;3535;
image8.jpg;11329;5687;6045;2796;3859;3640;3546;3562;3483;
image9.jpg;11201;5511;6045;2655;3733;3858;3593;3476;3515;
image10.jpg;11223;5757;6155;2734;3593;3796;3437;3499;3639;
image11.jpg;11196;5472;6010;2515;3702;3780;3453;3500;3749;
image12.jpg;11142;5580;6093;2780;3624;3937;3483;3655;3609;
image13.jpg;11222;5719;6093;2875;3693;3827;3340;3546;3593;
image14.jpg;11073;5551;6202;2624;3812;3921;3452;3499;3577;
image15.jpg;11135;5586;6139;2750;3702;3796;3514;3624;3671;
image16.jpg;11040;5540;6274;2734;3671;3796;3515;3437;3671;
image17.jpg;11154;5611;6030;2681;3858;3812;3671;3624;3618;
image18.jpg;11109;5704;6201;2656;3749;3780;3577;3530;3781;
image19.jpg;11279;5581;5983;2750;3890;3687;3547;3577;3796;
image20.jpg;11130;5668;6264;2640;3811;3857;3515;3593;3609;
image21.jpg;11188;5699;5942;2609;3671;3827;3578;3515;3640;
image22.jpg;11886;5592;6124;2671;3811;3905;3550;3562;3578;
image23.jpg;11461;5711;6139;2578;3640;3734;3546;3655;3655;
image24.jpg;11281;5686;6140;2734;3812;3606;3390;3562;3640;
image25.jpg;11298;5697;6170;2718;3718;3827;3546;3437;3578;
image26.jpg;11273;5673;6063;3046;4577;3812;3515;3655;3703;
image27.jpg;11262;6065;6358;2765;4702;3796;3499;3671;3615;
image28.jpg;11264;6108;6186;2843;4186;3718;3577;3604;3562;
image29.jpg;11274;5967;6264;2671;5171;3964;3484;3405;3609;
image30.jpg;11315;5905;6061;2624;5300;3749;3703;3671;3609;
image31.jpg;11286;5891;6061;2733;5155;3608;3483;3250;3671;
image32.jpg;11309;5936;6140;2859;4155;3796;3263;3437;3593;
Benchmark Start;16:2:34;16:15:9;16:26:49;16:38:24;16:50:36;17:2:36;17:14:38;17:26:32;17:38:27;
Benchmark End;16:14:9;16:26:30;16:38:11;16:49:46;17:1:56;17:13:56;17:25:57;17:37:52;17:49:47;
